version,count_row,overlap count,%
v1,2,4,0.05
v2,2,4,0.05
v3,2,4,0.05
v4,2,5,0.0625
v5,2,9,0.1125
v6,2,7,0.0875
v7,2,3,0.0375
v8,2,3,0.0375
v9,2,3,0.0375
v10,2,8,0.1
v11,2,9,0.1125
v12,2,6,0.075
v13,2,3,0.0375
v14,2,8,0.1
v15,2,4,0.05
v16,2,8,0.1
v17,2,3,0.0375
v18,2,8,0.1
,,,0.06875
