version,count_row,overlap count,%
v1,2,5,0.0625
v2,2,5,0.0625
v3,2,4,0.05
v4,2,2,0.025
v5,2,6,0.075
v6,2,5,0.0625
v7,2,7,0.0875
v8,2,6,0.075
v9,2,1,0.0125
v10,2,5,0.0625
v11,2,9,0.1125
v12,2,3,0.0375
