53,80,46,15,84,55,6,60,64,81,8,91,82,16,67,32,23,89,22,42,
82,64,41,17,32,24,44,34,9,89,18,31,79,78,85,94,88,48,25,2,

48,64,94,70,7,58,81,3,61,53,5,56,88,98,19,92,60,41,45,29,
73,51,37,30,55,54,78,42,74,70,43,75,33,5,11,63,80,97,94,31,

29,87,33,6,17,36,51,86,10,91,84,55,15,1,89,43,79,8,16,65,
15,53,27,85,42,5,3,88,99,67,97,68,32,33,41,48,28,79,1,9,

31,20,12,15,28,56,83,80,26,94,13,82,8,21,39,70,87,18,90,74,
68,39,84,25,88,51,85,49,52,29,91,74,3,33,92,99,82,60,21,94,

31,12,20,74,8,18,87,70,29,79,63,80,27,69,89,2,26,97,66,98,
78,90,8,66,10,82,36,29,53,62,74,64,80,33,3,34,7,86,60,72,

37,22,51,52,9,5,84,91,72,55,95,32,77,1,17,87,42,12,18,80,
87,37,88,73,46,51,67,47,40,21,7,78,49,29,34,35,66,82,91,65,

32,30,91,19,100,68,35,31,99,37,25,52,81,66,88,65,47,83,71,2,
94,5,4,19,51,99,33,98,16,75,74,29,1,85,31,26,90,82,92,41,

71,17,13,89,39,11,65,40,54,76,78,22,37,97,4,19,83,28,98,70,
28,48,44,63,79,19,100,86,4,30,9,81,82,57,18,46,27,75,87,66,

82,70,40,27,7,32,26,10,80,12,95,78,13,34,25,37,99,53,89,33,
89,44,3,18,82,67,46,14,80,63,40,72,47,97,15,65,41,38,19,51,
82,70,40,27,7,32,26,10,80,12,95,78,13,34,25,37,99,53,89,33,
97,18,54,86,95,56,41,40,36,33,99,20,30,45,32,64,85,60,77,71,

48,59,26,87,15,45,46,19,57,99,67,98,72,42,60,81,22,68,34,71,
10,28,53,36,4,79,23,11,40,18,73,41,76,72,2,98,78,50,87,51,

64,37,71,18,63,82,24,28,42,94,59,8,7,44,56,36,85,52,67,45,
21,48,1,83,55,29,15,46,37,28,63,50,100,41,61,66,20,70,53,91,

75,70,79,62,88,52,78,22,98,59,41,83,35,61,33,82,63,37,38,58,
76,17,95,25,14,91,33,52,90,84,74,66,98,4,34,53,12,5,41,62,

82,22,18,83,71,47,62,17,4,27,63,78,26,58,76,41,97,88,52,66,
6,28,100,48,50,97,40,65,18,29,61,59,43,81,94,96,4,35,24,8,

78,64,59,40,34,76,18,90,39,89,1,63,84,51,74,91,37,49,5,94,
95,73,13,43,46,99,67,94,74,68,14,1,54,37,3,31,75,80,52,98,

41,15,38,17,100,76,44,11,57,29,52,89,90,73,27,13,30,82,20,46,
25,84,77,67,24,63,33,85,5,53,74,36,83,93,81,91,65,31,39,22,

65,55,7,49,75,72,2,40,29,27,81,58,96,99,91,77,69,64,97,78,
82,88,97,45,33,43,39,58,98,7,85,26,4,25,90,71,11,73,6,80,

45,83,5,74,53,43,91,20,29,14,79,81,19,24,99,68,77,100,37,35,
45,67,85,1,73,20,39,77,81,58,44,64,28,80,99,69,40,37,83,65,

79,39,40,83,57,2,3,67,9,92,30,93,80,42,69,99,43,38,71,53,
100,26,41,24,42,1,55,72,17,56,30,15,58,84,66,65,6,9,38,76,

12,79,55,28,20,53,59,11,26,13,3,90,9,96,80,88,99,8,86,58,
45,19,32,36,75,80,95,61,48,52,76,53,46,12,22,24,94,51,31,35,

51,33,77,100,22,11,64,90,4,85,40,24,56,37,75,26,35,57,25,84,
48,96,2,40,8,23,51,64,32,63,39,98,44,54,1,34,77,67,82,69,

1,56,77,45,63,67,18,46,70,26,13,31,10,57,76,21,28,29,55,36,
31,77,70,51,95,89,78,37,58,50,18,1,4,69,3,35,80,16,13,87,

31,80,83,26,28,55,48,85,86,82,5,40,94,97,70,38,41,20,6,61,
14,21,22,91,45,10,15,53,28,27,82,94,23,16,73,76,32,40,35,9,

42,12,93,9,47,4,23,57,65,25,39,85,1,45,38,28,97,22,99,70,
12,29,51,46,18,16,96,66,11,28,54,100,23,65,39,85,31,1,83,99,

42,39,62,9,12,38,73,57,92,81,85,25,64,47,76,31,49,44,84,11,
26,18,83,64,92,62,95,90,24,82,58,30,70,48,61,76,29,9,32,1,

