version,count_row,overlap count,%
v1,2,5,0.0625
v2,2,0,0.0
v3,2,5,0.0625
v4,2,3,0.0375
v5,2,2,0.025
v6,2,3,0.0375
v7,2,4,0.05
v8,4,27,0.16875
v9,2,4,0.05
v10,2,5,0.0625
v11,2,1,0.0125
v12,2,5,0.0625
v13,2,4,0.05
v14,2,3,0.0375
v15,2,5,0.0625
v16,2,2,0.025
v17,2,0,0.0
v18,2,4,0.05
v19,2,5,0.0625
v20,2,0,0.0
v21,2,4,0.05
v22,2,5,0.0625
v23,2,2,0.025
v24,2,5,0.0625
v25,2,4,0.05
v26,2,3,0.0375
v27,2,3,0.0375
v28,2,2,0.025
v29,2,3,0.0375
v30,2,5,0.0625
v31,2,2,0.025
v32,2,4,0.05
