version,count_row,overlap count,%
v1,2,3,0.0375
v2,2,5,0.0625
v3,2,3,0.0375
v4,2,3,0.0375
v5,2,2,0.025
v6,2,4,0.05
v7,2,3,0.0375
v8,2,3,0.0375
v9,4,30,0.1875
v10,2,1,0.0125
v11,2,3,0.0375
v12,2,5,0.0625
v13,2,6,0.075
v14,2,3,0.0375
v15,2,3,0.0375
v16,2,5,0.0625
v17,2,4,0.05
v18,2,6,0.075
v19,2,5,0.0625
v20,2,7,0.0875
v21,2,2,0.025
v22,2,3,0.0375
v23,2,2,0.025
v24,2,6,0.075
v25,2,2,0.025
v26,2,4,0.05
v27,4,29,0.18125
v28,2,4,0.05
v29,2,7,0.0875
v30,2,3,0.0375
