87,100,70,56,86,48,74,51,21,5,57,8,35,90,14,71,80,10,52,12,
99,22,45,6,65,57,56,30,47,50,83,23,1,55,71,2,24,16,3,46,

56,87,30,46,48,55,6,70,20,79,100,8,90,26,99,86,71,52,22,5,
80,52,82,69,63,78,5,79,62,49,18,85,42,33,9,99,26,36,47,12,

73,2,99,81,82,60,42,20,92,19,6,25,83,21,23,53,87,69,90,75,
91,65,58,10,44,48,1,32,87,14,79,37,35,95,16,77,89,80,19,81,

18,42,31,40,17,15,7,57,8,54,37,33,44,41,35,3,36,87,97,95,
77,82,22,33,39,94,6,19,3,85,81,89,83,71,84,93,92,18,13,61,

100,83,18,17,76,38,59,71,20,21,11,10,54,57,61,73,56,42,6,89,
1,78,50,68,34,4,12,26,48,43,93,27,65,22,52,100,83,88,98,66,

19,94,91,8,22,54,83,85,65,62,67,29,28,44,16,87,13,77,100,72,
71,99,3,93,96,86,2,83,20,42,76,51,69,64,72,28,12,16,92,81,

18,42,30,75,40,49,87,17,82,36,70,54,11,62,83,60,5,64,91,56,
42,41,77,20,21,5,92,98,68,33,44,94,82,63,35,31,93,22,71,7,

50,30,7,12,82,36,6,90,68,52,10,80,31,37,49,61,43,39,40,86,
45,38,77,48,28,67,82,95,79,88,73,46,21,76,92,4,9,61,5,12,

6,29,15,58,87,4,30,28,62,47,3,96,21,19,61,67,33,43,84,80,
82,23,8,84,9,100,44,50,34,94,3,45,98,55,95,58,78,65,1,52,
6,29,15,58,87,4,30,28,62,47,3,96,21,19,61,67,33,43,84,80,
3,93,13,62,100,68,61,96,46,75,77,34,7,52,79,33,6,84,1,56,

18,11,64,3,94,34,28,39,38,7,51,13,37,35,68,41,46,50,32,84,
5,8,100,44,17,45,15,92,86,59,75,23,62,6,29,2,58,74,32,22,

56,51,30,67,39,2,7,48,35,96,45,49,72,59,12,89,61,80,90,54,
59,84,88,86,55,27,78,20,16,12,98,6,54,14,37,82,40,5,97,19,

51,77,78,50,20,97,4,95,26,52,57,53,11,1,46,19,49,93,9,42,
9,94,56,6,42,74,48,17,90,91,20,22,99,49,10,34,27,68,77,79,

99,6,37,41,98,2,45,9,29,31,27,26,58,5,49,15,92,13,1,90,
40,57,9,45,79,42,34,17,26,61,37,94,58,55,92,14,80,54,70,64,

87,30,72,28,79,74,44,94,1,13,77,70,92,88,38,85,83,42,48,95,
33,98,67,78,57,86,9,25,87,34,45,14,23,28,44,84,35,53,96,3,

58,49,38,22,34,52,30,45,6,75,39,88,86,55,10,27,48,95,29,79,
25,7,92,98,37,15,45,83,10,63,64,41,84,22,9,59,42,40,44,66,

1,60,61,43,84,28,2,41,21,36,51,19,32,22,13,74,25,18,86,91,
49,1,46,61,86,30,28,53,10,87,69,16,94,32,39,3,15,67,56,52,

72,60,38,35,91,70,65,78,23,89,2,18,21,24,30,11,56,37,57,9,
48,89,52,33,87,44,50,99,57,1,21,53,22,34,47,51,35,74,28,39,

19,23,76,75,34,27,43,65,12,78,58,77,37,15,73,60,50,74,30,38,
33,30,50,81,99,98,34,8,86,5,73,20,92,48,85,80,62,29,77,19,

63,58,81,54,14,64,17,67,24,76,23,84,53,49,37,38,87,71,61,51,
57,27,82,13,11,85,65,74,84,54,14,38,26,55,15,1,58,41,34,2,

49,45,70,23,86,44,87,2,25,14,61,22,27,98,46,62,51,71,92,65,
44,61,23,78,6,58,31,62,14,79,70,10,7,53,90,82,25,32,21,48,

13,46,61,1,29,88,98,9,73,62,40,79,45,15,20,76,36,66,44,85,
60,83,93,89,37,97,29,71,43,50,35,52,46,91,90,2,19,51,5,38,

86,63,59,45,34,78,38,60,54,31,50,36,73,67,24,74,81,58,88,13,
46,95,14,22,32,79,72,39,15,68,88,74,21,62,28,2,89,29,13,99,

5,16,93,86,14,58,64,21,71,26,25,17,73,65,59,76,51,92,69,48,
91,44,36,22,53,33,89,51,95,99,90,4,11,20,16,57,1,42,30,97,

45,42,57,62,44,81,55,90,61,95,32,46,71,98,80,47,94,97,50,85,
12,46,77,18,4,67,48,70,98,20,25,76,57,47,30,64,32,42,15,34,

78,58,39,69,52,97,41,88,85,51,33,100,44,25,22,19,80,4,34,15,
47,99,35,88,5,37,77,7,60,46,68,62,17,9,26,28,39,84,23,27,

96,75,79,2,32,6,66,37,9,48,33,71,27,68,61,31,100,87,30,88,
45,74,52,20,10,35,13,8,31,78,63,77,21,37,30,41,49,51,66,14,

45,86,84,19,36,31,48,72,46,35,76,55,41,64,18,95,63,8,54,96,
62,55,75,8,47,100,45,98,44,49,5,80,72,2,11,67,38,29,86,15,
45,86,84,19,36,31,48,72,46,35,76,55,41,64,18,95,63,8,54,96,
9,31,38,98,26,35,21,59,81,37,29,18,60,80,41,33,85,7,20,75,

3,82,98,36,88,56,90,78,49,25,79,17,75,80,55,67,76,97,48,40,
21,17,68,83,95,91,71,39,4,75,89,3,73,28,66,51,98,58,32,34,

20,27,81,10,100,79,95,31,43,1,91,58,64,32,30,77,98,4,72,44,
40,6,12,1,22,26,45,21,31,29,30,63,34,17,77,13,15,64,72,44,

69,7,38,59,35,49,25,93,50,18,6,79,68,34,19,2,1,11,71,88,
48,7,13,82,62,81,32,90,6,47,100,46,5,93,22,56,37,72,70,75,

