24,25,18,22,1,56,89,69,35,9,95,8,29,33,19,39,37,41,20,87,
5,44,38,71,83,55,29,20,90,11,91,97,59,72,78,98,41,46,48,70,

95,77,97,2,65,29,35,79,89,100,81,56,31,1,20,67,61,99,64,87,
36,7,46,25,96,38,42,84,37,94,73,75,61,30,55,71,45,100,81,74,

3,83,9,95,25,35,19,74,39,54,77,41,52,81,78,79,66,58,70,96,
83,89,74,68,93,29,92,62,1,90,35,55,46,79,43,40,75,27,87,86,

83,55,23,4,42,2,5,99,65,74,37,39,84,33,93,87,64,54,86,77,
76,73,51,81,45,7,83,33,65,24,14,39,1,66,68,16,6,15,48,31,

52,83,24,93,35,15,73,81,97,77,7,3,55,12,79,50,84,27,41,8,
78,71,100,52,96,19,10,57,42,44,13,41,37,60,91,61,63,86,43,26,

84,100,51,4,37,87,12,29,56,32,42,94,62,28,97,44,9,49,23,75,
92,22,80,55,23,36,27,76,9,89,75,83,10,32,98,100,84,45,54,47,

83,67,58,12,53,27,75,42,92,18,24,87,11,94,60,78,48,66,84,26,
82,41,32,13,60,62,47,39,7,21,100,46,87,89,56,40,58,83,69,10,

33,96,54,65,35,69,16,70,36,64,52,58,44,84,31,27,80,90,11,82,
78,20,10,8,88,60,19,68,71,12,32,53,75,62,18,91,92,84,22,14,

