version,count_row,overlap count,%
v1,2,3,0.0375
v2,2,3,0.0375
v3,2,4,0.05
v4,2,4,0.05
v5,2,2,0.025
v6,2,6,0.075
v7,2,4,0.05
v8,2,1,0.0125
