13,15,79,48,37,60,45,74,80,3,17,22,31,34,71,11,94,59,25,46,
13,40,8,55,49,68,95,15,29,10,91,84,57,17,43,86,56,54,39,41,

94,71,89,57,73,3,72,34,32,33,41,100,4,86,22,14,49,13,18,70,
39,36,6,54,33,29,52,53,41,82,97,23,30,64,15,14,100,86,12,48,

7,22,67,18,1,54,85,90,43,46,17,30,64,79,65,76,66,71,40,58,
6,79,42,24,17,85,36,43,39,4,48,54,52,94,58,89,38,31,12,40,

25,71,59,81,51,86,65,78,49,19,2,66,14,18,47,84,56,50,87,45,
48,68,73,2,3,33,100,54,8,36,1,34,30,5,26,74,71,90,31,98,

90,80,28,35,24,49,72,82,60,76,38,66,18,84,10,19,91,47,41,62,
50,75,25,63,80,70,37,97,4,14,96,10,57,53,92,99,32,54,33,48,

44,95,40,15,17,87,26,54,68,62,69,85,71,94,64,55,100,12,49,13,
82,98,56,75,45,44,66,49,25,76,91,35,60,34,13,14,8,52,47,100,

