83,92,98,39,4,38,11,51,33,97,48,31,85,50,44,23,32,60,80,64,
92,91,1,22,62,63,48,71,43,85,13,41,38,17,89,29,65,51,93,67,

13,88,75,7,47,40,55,77,68,10,56,70,74,20,53,17,39,15,86,1,
22,79,58,72,1,6,30,37,31,68,94,21,27,74,96,8,12,93,97,73,

62,2,89,15,75,56,29,12,20,99,91,7,44,48,96,41,84,22,38,79,
36,58,55,13,76,3,60,93,1,52,47,80,56,81,41,6,24,72,95,42,

47,12,97,68,99,34,100,30,28,37,62,11,78,42,41,72,87,45,24,98,
50,55,63,64,2,10,34,61,9,68,32,100,69,80,88,5,77,15,44,96,

93,66,14,32,11,40,44,46,10,17,19,74,56,85,77,23,64,2,13,37,
52,19,71,72,74,48,86,17,29,41,28,25,37,2,42,64,12,14,77,4,
93,66,14,32,11,40,44,46,10,17,19,74,56,85,77,23,64,2,13,37,
32,72,22,74,38,66,23,18,90,54,42,2,4,37,13,3,77,12,64,21,

8,17,97,37,73,41,84,45,6,76,87,33,96,86,26,7,59,91,90,75,
71,43,85,31,50,11,14,9,84,38,49,47,17,90,10,7,97,36,16,28,
8,17,97,37,73,41,84,45,6,76,87,33,96,86,26,7,59,91,90,75,
97,10,36,19,79,17,87,63,74,13,76,21,57,23,80,32,8,61,69,46,

3,87,4,35,37,24,73,54,6,92,10,19,18,15,100,36,30,83,58,99,
73,4,36,80,53,22,8,18,32,34,67,30,2,42,92,64,57,84,76,100,

62,25,90,20,80,11,30,70,83,54,98,93,99,82,79,10,27,4,16,42,
38,80,8,63,97,44,96,23,35,67,94,26,69,3,40,42,60,98,68,58,

37,84,74,69,7,28,96,68,89,4,25,40,36,62,19,33,30,9,26,49,
63,83,38,13,23,75,43,87,39,25,9,33,46,67,79,42,78,8,96,30,

47,53,62,34,84,72,21,48,60,92,87,42,96,37,38,58,83,63,90,56,
91,92,20,34,43,72,45,52,67,61,87,36,94,55,47,13,48,90,83,75,
47,53,62,34,84,72,21,48,60,92,87,42,96,37,38,58,83,63,90,56,
34,92,84,26,59,21,4,2,57,73,61,75,47,38,8,99,48,56,90,83,

38,62,47,64,21,2,54,91,34,92,33,73,99,53,63,83,52,78,22,42,
22,82,57,30,99,75,10,86,23,55,28,69,67,17,59,81,72,16,47,52,

43,52,16,3,18,14,61,33,40,45,13,73,49,89,2,10,51,36,44,62,
35,62,74,77,19,85,37,17,54,84,23,61,22,64,63,10,3,9,73,15,

81,55,70,5,48,100,2,69,22,92,6,27,84,4,50,28,44,73,65,59,
43,33,92,85,84,27,72,87,67,20,80,10,42,34,46,75,65,25,90,35,

92,66,9,71,50,44,90,63,97,53,94,37,31,26,91,99,1,95,72,40,
12,50,19,46,7,47,11,72,73,70,38,63,2,71,67,3,68,39,48,41,

42,9,50,15,100,78,37,91,25,22,28,19,24,55,74,63,36,11,88,26,
95,90,94,34,44,78,5,41,19,71,31,3,83,59,67,29,25,64,24,22,

9,14,35,37,75,5,70,90,65,19,6,41,91,23,49,77,62,61,32,79,
66,29,100,5,41,7,10,52,60,34,8,82,51,58,74,54,64,79,67,32,

99,3,69,42,46,7,65,53,26,1,12,29,100,93,9,90,51,68,87,76,
31,69,99,82,94,24,3,72,33,19,53,28,26,58,51,80,35,14,100,93,

84,76,24,72,56,61,91,10,74,99,82,55,81,100,3,14,69,40,54,4,
22,71,76,10,98,5,25,56,81,20,40,58,29,4,97,47,70,14,39,54,

17,11,45,92,77,76,65,64,41,73,87,68,53,62,52,10,78,58,33,54,
89,5,60,68,78,43,23,17,100,86,36,18,81,74,20,95,3,35,97,4,

71,25,100,37,24,11,5,53,48,83,64,97,22,73,88,80,9,35,92,60,
67,54,6,38,30,72,12,32,79,2,45,68,11,13,16,96,23,89,98,80,

17,37,11,77,64,96,65,27,75,76,41,68,49,73,87,45,60,62,26,32,
86,12,80,48,11,93,46,39,66,90,71,5,54,76,82,65,75,73,7,89,

25,53,71,31,69,44,92,5,97,64,48,16,54,11,20,63,39,89,27,55,
14,80,89,68,56,43,84,60,23,99,90,72,27,51,88,25,66,54,63,11,

77,53,31,69,71,60,44,91,90,50,5,97,65,20,57,81,48,70,68,23,
94,20,95,4,6,58,15,75,80,93,25,18,47,50,79,35,77,45,30,90,

6,27,24,29,98,55,70,52,51,40,94,11,74,36,65,100,61,17,18,5,
7,60,85,80,47,65,91,92,59,39,88,86,69,56,8,94,67,6,25,99,

73,94,60,67,15,70,21,20,35,45,91,56,62,7,44,90,22,19,59,43,
60,2,22,68,73,93,90,13,31,81,11,88,70,19,59,7,94,43,20,62,

61,83,17,2,12,28,81,3,46,86,87,15,20,37,95,27,99,51,19,55,
15,95,43,42,67,21,91,92,23,44,85,65,97,50,10,47,58,20,55,22,

19,46,9,52,61,87,44,48,41,37,91,4,23,59,100,42,51,80,32,34,
81,23,98,95,88,74,35,86,8,80,48,56,24,44,26,51,6,89,42,91,

54,81,49,66,61,35,89,2,16,85,100,70,98,38,63,57,94,71,95,99,
55,11,2,56,19,92,93,33,13,97,16,9,5,81,60,40,43,95,64,100,

59,45,84,5,98,30,79,6,94,91,15,43,99,96,20,70,57,74,80,29,
85,30,51,6,50,3,25,92,19,22,89,39,72,75,29,66,63,47,1,62,

5,59,42,16,22,34,88,45,84,56,65,97,86,30,41,69,98,83,60,52,
36,34,16,98,3,25,7,92,12,2,31,68,32,15,90,52,67,47,69,30,

27,57,76,37,18,19,89,95,42,61,33,9,58,50,74,34,94,79,66,78,
73,50,43,87,14,28,22,62,77,48,74,38,29,98,18,33,93,78,94,79,

79,25,96,54,64,75,77,40,65,29,33,72,48,9,13,41,82,78,2,46,
58,63,98,95,81,100,75,13,74,82,32,41,78,2,62,46,8,86,61,44,

33,17,79,42,60,92,25,27,57,84,50,87,96,83,30,29,81,73,54,67,
64,40,63,29,47,75,51,87,18,74,35,59,26,99,95,91,44,97,67,19,

