version,count_row,overlap count,%
v1,2,3,0.0375
v2,2,3,0.0375
v3,2,6,0.075
v4,2,3,0.0375
v5,2,3,0.0375
v6,4,27,0.16875
v7,2,3,0.0375
v8,2,2,0.025
v9,2,2,0.025
