1.715484e-13,1.170903e-02,1.170903e-02,1.170903e-02,1.946632e-12,Inf,4.035102e-13,1.777894e-13,5.879573e-12,2.118587e-12,1.996421e-13,7.378217e-09,4.143765e-12,1.638572e-12,3.183503e-13,1.843642e-12,1.170903e-02,1.124649e-13,6.044371e-13,3.683443e-12,1.277203e-12,4.488095e-12,1.170903e-02,1.792611e-12,1.170904e-02,1.170903e-02,1.170903e-02,5.716607e-13,1.290120e-12,2.131853e-12,2.331000e-12,1.170903e-02,4.682462e-12,1.391486e-12,1.170942e-02,2.000250e-12,1.170903e-02,1.170903e-02,1.231838e-12,9.556406e-13,1.170903e-02,6.367176e-11,1.170904e-02,1.171043e-02,1.170903e-02,1.821557e-13,2.144286e-12,7.989787e-12,1.170903e-02,1.170903e-02,1.170903e-02,1.049747e-12,3.705025e-13,4.085186e-13,1.170903e-02,4.763895e-12,1.170903e-02,1.170903e-02,5.236664e-13,4.630636e-13,1.170904e-02,1.171048e-02,9.019263e-13,3.085043e-12,1.489125e-12,5.501977e-12,3.326171e-12,3.932651e-13,7.350461e-13,1.170903e-02,1.793139e-13,1.170903e-02,7.911483e-13,1.170903e-02,4.833281e-13,3.667781e-13,1.170904e-02,1.170903e-02,8.819852e-13,1.528187e-12,1.170903e-02,1.170903e-02,1.170903e-02,4.065565e-12,2.366894e-12,1.118071e-13,1.170903e-02,4.082877e-12,1.251759e-12,6.592514e-13,1.170913e-02,1.170903e-02,1.170903e-02,2.391398e-13,1.090615e-13,1.170904e-02,1.170980e-02,1.170903e-02,1.676626e-12,1.170904e-02,
1.170904e-02,1.170904e-02,1.266507e-12,1.170903e-02,1.170903e-02,8.295549e-10,1.170903e-02,1.170903e-02,5.213922e-12,4.080205e-13,1.170904e-02,1.528389e-10,1.998727e-12,1.170903e-02,1.170904e-02,9.115811e-14,1.170903e-02,1.170904e-02,2.035682e-12,2.984511e-13,1.145354e-12,1.170903e-02,1.170904e-02,2.994183e-12,2.870039e-13,2.136393e-13,1.170903e-02,7.545555e-12,3.043549e-13,2.886281e-13,2.882039e-12,1.170903e-02,2.660689e-11,8.338772e-13,1.170903e-02,5.677558e-13,1.170907e-02,1.170904e-02,4.290408e-13,2.988169e-13,1.170903e-02,3.355180e-10,1.170903e-02,1.170903e-02,1.170903e-02,2.339453e-12,1.170903e-02,9.852883e-13,7.964782e-12,1.170923e-02,1.170903e-02,3.751951e-13,8.854715e-11,1.573272e-12,1.170921e-02,1.170903e-02,4.143969e-12,1.626237e-13,3.342136e-12,1.170903e-02,1.170903e-02,9.810168e-13,1.170904e-02,5.226865e-13,1.170903e-02,1.170904e-02,1.170906e-02,6.084654e-13,6.218566e-12,Inf,1.170903e-02,1.170903e-02,6.720882e-13,1.170903e-02,2.584701e-12,1.170903e-02,1.170903e-02,1.170903e-02,3.258895e-12,1.170904e-02,1.894904e-13,1.170903e-02,1.170903e-02,3.760206e-10,3.702041e-12,1.170903e-02,1.170903e-02,1.170903e-02,6.793490e-13,1.170904e-02,1.170903e-02,9.889874e-13,1.170903e-02,1.170904e-02,9.725998e-13,1.027481e-13,1.170903e-02,4.445752e-12,4.288940e-12,1.170944e-02,

3.666209e-14,1.170903e-02,1.170904e-02,1.170903e-02,1.170904e-02,3.138119e-12,3.070372e-13,2.073783e-12,1.170904e-02,1.170923e-02,1.170903e-02,5.088171e-12,1.592859e-12,8.042022e-12,2.317326e-13,8.432952e-14,7.225140e-13,1.170903e-02,1.170903e-02,4.298495e-09,1.536738e-12,1.170903e-02,1.170903e-02,1.170905e-02,1.170903e-02,4.310474e-13,7.728409e-14,1.170903e-02,1.170903e-02,2.637400e-12,1.171202e-02,1.716923e-12,8.501249e-13,1.170903e-02,1.170903e-02,3.194056e-13,1.170904e-02,1.170903e-02,1.170903e-02,2.455727e-12,1.736764e-12,1.170903e-02,2.205547e-13,9.286101e-07,4.489028e-13,1.170904e-02,1.170904e-02,2.041387e-13,1.170903e-02,5.643011e-12,1.170903e-02,1.170904e-02,8.565234e-13,2.295783e-11,4.656575e-12,1.170903e-02,1.170905e-02,1.006658e-13,1.170909e-02,Inf,1.170981e-02,1.170903e-02,1.343580e-11,4.048326e-12,1.170903e-02,1.170903e-02,1.171077e-02,1.384490e-12,1.345721e-12,1.170903e-02,4.567781e-13,7.131455e-13,1.374754e-12,1.170903e-02,1.170903e-02,1.170904e-02,7.353527e-13,1.170903e-02,1.170904e-02,1.170918e-02,1.095389e-11,1.170904e-02,1.170923e-02,1.170903e-02,1.170929e-02,4.862490e-13,1.170903e-02,1.170919e-02,3.741727e-14,3.095754e-12,1.064519e-09,1.951721e-14,1.170904e-02,3.393810e-12,1.170903e-02,2.024936e-12,1.170903e-02,4.905727e-13,1.170928e-02,3.267746e-12,
1.170903e-02,1.170905e-02,1.170904e-02,3.775339e-13,8.201674e-14,1.170903e-02,1.170903e-02,1.170903e-02,1.170903e-02,9.996938e-13,1.170903e-02,1.170903e-02,1.170904e-02,5.932520e-15,1.251983e-13,1.170903e-02,2.786446e-13,3.320411e-12,1.905329e-13,3.427848e-13,1.862741e-14,1.482602e-14,1.174405e-02,2.908894e-14,1.927828e-12,5.894740e-12,5.570833e-14,2.789512e-13,1.688646e-13,3.254802e-12,1.170903e-02,1.494236e-12,1.170903e-02,2.575168e-13,3.938669e-12,1.170903e-02,2.373682e-12,4.124135e-13,3.015175e-12,1.170906e-02,1.170903e-02,1.905363e-13,2.183108e-12,1.209330e-11,2.892085e-13,3.545947e-13,2.063912e-13,3.816512e-14,1.614821e-13,4.404883e-13,3.871275e-12,2.560105e-14,4.893690e-12,4.388091e-11,1.170903e-02,1.170904e-02,1.177894e-02,1.170904e-02,1.070047e-12,9.254042e-09,9.586324e-13,2.062602e-12,6.881395e-12,1.170973e-02,1.170903e-02,1.170940e-02,1.170903e-02,1.710719e-13,3.639422e-12,4.122857e-13,1.170903e-02,1.173215e-02,1.303040e-13,1.170903e-02,Inf,2.691692e-12,1.170904e-02,4.076463e-12,1.743858e-13,1.170909e-02,8.108067e-14,9.455608e-14,1.170903e-02,1.170903e-02,2.996032e-12,8.533251e-13,2.650566e-13,1.277840e-12,7.681996e-12,6.886103e-13,1.190228e-07,1.170377e-12,5.393059e-13,6.579832e-13,7.514733e-13,1.170903e-02,4.984329e-12,1.170903e-02,1.083155e-13,2.160476e-09,

3.446993e-12,1.167604e-11,1.170903e-02,7.509469e-13,5.929863e-14,2.190179e-14,3.172849e-13,1.191486e-13,2.951373e-14,1.651239e-14,1.170963e-02,1.170903e-02,1.170904e-02,3.300746e-12,1.728693e-13,1.170903e-02,1.170904e-02,1.605564e-13,1.170904e-02,1.170903e-02,1.170903e-02,6.756969e-12,1.170903e-02,1.170903e-02,6.194291e-14,1.170904e-02,2.606047e-07,1.155353e-13,1.247557e-13,1.170903e-02,1.170903e-02,1.171458e-02,1.170904e-02,1.170903e-02,1.170903e-02,1.170904e-02,1.170903e-02,1.298579e-04,1.170903e-02,1.170908e-02,1.170903e-02,0,3.475986e-13,1.170904e-02,1.170904e-02,5.219116e-12,1.170903e-02,1.232073e-12,1.170920e-02,7.150928e-12,7.223481e-12,1.539779e-12,1.170903e-02,1.170903e-02,5.644203e-14,1.170903e-02,2.677148e-09,1.170904e-02,7.042123e-12,1.170903e-02,1.970858e-14,3.179144e-12,1.170904e-02,8.174188e-13,1.170903e-02,1.770284e-13,1.170903e-02,1.622830e-13,1.170903e-02,1.170903e-02,1.170906e-02,9.483137e-13,3.473512e-12,4.298991e-13,1.170903e-02,1.170921e-02,1.170904e-02,2.217794e-14,8.349735e-13,1.170903e-02,1.853577e-12,1.170919e-02,5.696663e-13,1.170903e-02,2.033741e-12,1.967344e-12,1.170903e-02,1.170903e-02,1.420540e-12,1.170903e-02,1.170903e-02,1.450586e-12,3.152634e-14,2.184513e-12,Inf,4.397905e-12,1.170922e-02,1.170903e-02,3.143709e-12,1.170904e-02,
3.496057e-13,7.591991e-09,2.664309e-12,2.852751e-12,1.467548e-12,4.427901e-12,1.170903e-02,Inf,1.634703e-12,1.170903e-02,5.984775e-13,1.170903e-02,9.269242e-13,4.316190e-13,1.170904e-02,8.910011e-13,5.042853e-12,1.461097e-13,3.236254e-12,1.170904e-02,1.170904e-02,1.170903e-02,6.289340e-13,1.170903e-02,1.170904e-02,1.528542e-12,9.417181e-11,1.171062e-02,1.170903e-02,1.170903e-02,3.965768e-14,1.170903e-02,1.170903e-02,1.170903e-02,1.170903e-02,1.170903e-02,1.030944e-12,2.855401e-11,1.170903e-02,1.883695e-12,5.481558e-13,1.174956e-11,4.805839e-13,1.170904e-02,4.084503e-13,1.112529e-13,3.317923e-12,1.170903e-02,1.170903e-02,4.537170e-11,1.170903e-02,1.170903e-02,4.724144e-14,3.670715e-13,4.241631e-13,5.474900e-13,1.628196e-12,1.224154e-13,6.033747e-13,8.602546e-13,1.170903e-02,4.813697e-13,1.170903e-02,1.170904e-02,1.170904e-02,1.170903e-02,1.170903e-02,1.170903e-02,6.571460e-12,1.059432e-12,1.277938e-12,2.730200e-12,1.170903e-02,1.170904e-02,1.912678e-13,8.702324e-14,1.005688e-12,3.430151e-13,1.170921e-02,3.496816e-13,3.564412e-09,1.170913e-02,1.170903e-02,1.254323e-12,5.778111e-13,2.476864e-13,1.170903e-02,1.474780e-12,1.170903e-02,9.502499e-13,7.644073e-13,1.170903e-02,3.660345e-13,1.170904e-02,2.384083e-11,1.909489e-12,5.350139e-12,6.828850e-14,1.170903e-02,7.468499e-12,

1.170903e-02,8.064754e-13,4.535090e-12,1.477381e-13,1.170903e-02,1.170903e-02,1.489087e-13,1.170903e-02,1.170903e-02,1.170903e-02,1.170904e-02,3.543118e-13,1.170903e-02,1.446242e-12,6.288938e-13,1.280818e-09,8.486293e-10,5.141718e-14,2.946160e-12,1.170904e-02,6.881433e-12,1.170903e-02,8.589524e-08,6.385829e-13,4.111158e-12,Inf,1.170903e-02,1.170903e-02,2.318910e-13,1.122365e-13,1.522255e-13,2.795464e-12,1.170903e-02,1.170904e-02,3.159033e-12,6.428691e-13,2.598050e-13,1.027189e-13,1.170928e-02,4.695236e-13,2.742498e-13,1.170903e-02,6.278345e-14,1.171920e-12,1.170903e-02,1.426545e-13,0,8.878813e-13,1.170903e-02,1.170903e-02,1.170906e-02,4.602957e-13,7.576181e-12,1.170904e-02,2.985116e-12,5.857940e-14,1.170989e-02,1.170903e-02,1.170904e-02,1.170903e-02,1.170903e-02,2.647218e-12,1.965004e-13,1.170903e-02,3.550464e-13,1.170903e-02,6.062830e-12,1.170903e-02,2.626019e-12,1.170904e-02,1.173501e-02,1.210484e-12,1.170921e-02,4.294011e-12,1.170903e-02,6.958652e-12,2.685638e-12,3.542639e-12,1.170903e-02,1.170904e-02,1.170903e-02,4.216526e-13,1.655138e-13,5.084529e-12,3.012536e-12,1.170904e-02,1.087346e-13,1.170903e-02,1.048466e-12,1.370825e-13,1.170903e-02,5.724871e-13,1.170903e-02,1.170903e-02,1.170905e-02,1.170903e-02,1.170903e-02,3.654902e-13,3.299090e-14,5.488931e-12,
