version,count_row,overlap count,%
v1,2,2,0.025
v2,2,3,0.0375
v3,2,5,0.0625
v4,2,8,0.1
v5,2,5,0.0625
v6,2,5,0.0625
v7,2,4,0.05
v8,2,3,0.0375
v9,2,5,0.0625
v10,2,4,0.05
v11,2,4,0.05
v12,2,5,0.0625
v13,2,5,0.0625
